gene	BF.misA	BF.misB	BF.pLoF	BF.total	qval	pval	oe_lof_upper	oe_lof_upper_bin	dn.misA	dn.misB	dn.pLoF	case.pLoF	ctrl.pLoF
STX4	0.922798	0.980601	6.78004	6.13524	0.71401	0.00809498	1.158	6	0	0	0	2	0
ANKRD44	0.914328	0.978403	6.85731	6.13442	0.714677	0.00809784	0.527	2	0	0	0	4	2
ANKRD29	0.935105	0.983769	6.65768	6.12458	0.715339	0.00813729	1.325	7	0	0	0	2	0
AKR1D1	0.928569	0.98209	6.70992	6.11904	0.715997	0.00814816	1.127	6	0	0	0	2	0
FKTN	0.911416	0.977644	6.86239	6.11466	0.71665	0.0081636	0.842	4	0	0	0	3	1
CHRNA10	17.9606	0.959647	0.354737	6.11418	0.717298	0.00816446	1.429	7	1	0	0	0	1
ST6GAL1	0.913086	0.97808	6.83369	6.10297	0.717942	0.00820677	0.571	2	0	0	0	2	0
ZNF564	0.898588	0.97428	6.95301	6.0872	0.718582	0.00827224	1.032	5	0	0	0	2	0
ANGPTL7	0.911628	0.977699	6.81442	6.07368	0.719218	0.00833629	1.75	8	0	0	0	2	0
TBKBP1	18.321	0.964065	0.34305	6.05916	0.719851	0.00839862	0.467	2	1	0	0	0	1
HAAO	0.936239	0.984059	6.57661	6.05913	0.720478	0.00840033	1.141	6	0	0	0	2	0
APLNR	0.884511	0.970548	7.05667	6.05787	0.721101	0.00841463	0.499	2	0	0	0	2	0
LAMP3	0.910219	0.977332	6.80135	6.05039	0.72172	0.00847324	0.962	5	0	0	0	2	0
ZNF557	0.910848	0.977496	6.78745	6.0432	0.722335	0.00851555	0.931	5	0	0	1	0	1
LYAR	0.923318	0.980735	6.6416	6.01417	0.722948	0.00864078	1.041	5	0	0	0	2	0
QPCT	0.9265	0.981557	6.61081	6.01196	0.723555	0.00866251	1.534	8	0	0	0	2	0
TRIM5	0.899843	0.97461	6.85303	6.01008	0.724159	0.00867052	1.013	5	0	0	0	2	0
SPO11	0.928144	0.981981	6.58889	6.00524	0.724758	0.00869739	1.112	6	0	0	0	2	0
VWA1	0.894205	0.973122	6.89511	5.99993	0.725354	0.00873027	1.066	5	0	0	0	2	0
SPATA21	0.886183	0.970994	6.96564	5.99379	0.725946	0.00876458	1.498	8	0	0	0	3	1
EGFL8	0.903075	0.97546	6.80135	5.99141	0.726533	0.00877716	1.174	6	0	0	0	2	0
DFFB	0.909318	0.977096	6.73205	5.98136	0.727117	0.0088109	1.08	6	0	0	1	0	1
TIGD4	0.911977	0.97779	6.69639	5.97132	0.727698	0.0088698	1.256	7	0	0	0	2	0
ANTXRL	0.874187	0.967785	7.03335	5.95039	0.728275	0.00895242	0.93	5	0	0	0	2	0
MTRF1	0.910745	0.977469	6.67977	5.9465	0.728849	0.00897072	0.969	5	0	0	0	3	1
EBF4	0.877139	0.968577	6.99775	5.94512	0.729419	0.00897587	0.704	3	0	0	0	2	0
CMTR2	0.867107	0.965876	7.08973	5.93777	0.729985	0.00901132	1.16	6	0	0	0	2	0
ZNF805	0.876856	0.968502	6.98591	5.93269	0.730547	0.00904077	0.47	2	0	0	0	2	0
SMAD6	0.891855	0.9725	6.83789	5.9307	0.731106	0.00905421	1.975	9	0	0	0	2	0
FANK1	0.923353	0.980744	6.52542	5.90925	0.731662	0.00912683	1.18	6	0	0	0	2	0
NR4A1	17.8911	0.958788	0.343954	5.90012	0.732215	0.00916371	0.474	2	1	0	0	0	1
SLC52A3	0.883497	0.970278	6.86342	5.88359	0.732765	0.00922261	0.8	4	0	0	0	2	0
ZNF429	0.885387	0.970782	6.84207	5.88088	0.733311	0.00923605	1.888	9	0	0	0	2	0
GNAO1	0.898912	0.974365	6.71232	5.87911	0.733854	0.00924548	0.261	0	0	0	0	2	0
ZNF35	0.905341	0.976055	6.64116	5.86855	0.734394	0.00928723	0.603	3	0	0	0	2	0
ZNF280A	0.893776	0.973009	6.73414	5.85636	0.73493	0.00934155	1.701	8	0	0	1	0	1
GAD2	18.6916	0.968544	0.323216	5.85139	0.735464	0.009371	0.372	1	1	0	0	0	1
IRF9	0.907981	0.976746	6.59688	5.85056	0.735993	0.00937328	0.45	2	0	0	0	2	0
ZNF677	0.89902	0.974394	6.64504	5.82105	0.736521	0.00949251	1.1	6	0	0	0	2	0
OASL	0.887952	0.971464	6.73103	5.80628	0.737046	0.00956542	1.553	8	0	0	0	2	0
PRF1	0.83637	0.957458	7.23807	5.79617	0.737568	0.00961974	1.189	6	0	0	0	3	1
MEF2A	0.896085	0.973619	6.63761	5.79096	0.738087	0.00964547	0.287	1	0	0	0	2	0
RABGAP1	0.796827	4.02994	1.80264	5.78859	0.738603	0.00965605	0.078	0	0	1	0	1	0
LILRA2	0.892437	0.972654	6.64336	5.76665	0.739117	0.00976098	1.748	8	0	0	0	2	0
CLMP	0.918946	0.979603	6.39389	5.7558	0.739627	0.00979872	1.003	5	0	0	1	0	1
DGKE	0.893803	0.973016	6.61723	5.75491	0.740135	0.00980901	0.708	3	0	0	0	3	1
C9orf72	0.912073	0.977815	6.45234	5.75445	0.740639	0.00981473	0.928	5	0	0	0	2	0
ZNF611	0.868582	0.966275	6.85494	5.75327	0.74114	0.00981988	1.513	8	0	0	0	2	0
TTYH3	17.982	0.959911	0.332649	5.74189	0.741638	0.00985876	0.215	0	1	0	0	0	1
KRT73	0.856464	0.962986	6.9582	5.73886	0.742133	0.00986991	1.257	7	0	0	0	3	1
UPF3A	0.905124	0.975998	6.49395	5.73676	0.742626	0.00987906	0.944	5	0	0	0	2	0
KRT34	0.886449	0.971065	6.66216	5.73478	0.743115	0.00989679	1.102	6	0	0	0	2	0
MYO9B	0.533391	0.859497	12.4962	5.72885	0.743601	0.00993395	0.177	0	0	0	0	3	0
NDRG3	0.923887	0.980882	6.31787	5.72541	0.744084	0.00994939	0.446	2	0	0	0	2	0
GCAT	0.882624	0.970045	6.67856	5.71808	0.744565	0.00998056	1.237	6	0	0	0	2	0
MAPK10	0.905634	0.976132	6.45891	5.70979	0.745043	0.0100343	0.466	2	0	0	0	2	0
STXBP2	0.825007	0.954291	7.25022	5.70807	0.745518	0.0100369	0.842	4	0	0	0	4	2
ZNF573	0.884385	0.970515	6.63518	5.69503	0.745991	0.0100863	1.294	7	0	0	0	2	0
GNA15	0.876055	0.968287	6.71308	5.69452	0.746461	0.0100921	0.701	3	0	0	0	2	0
CD276	0.844732	0.95977	7.01749	5.68942	0.746928	0.0101149	1.149	6	0	0	0	3	1
LRRC31	0.906266	0.976297	6.41122	5.67255	0.747393	0.0101993	0.866	4	0	0	0	2	0
ZNF214	0.889938	0.971992	6.53931	5.65658	0.747856	0.0102905	1.499	8	0	0	0	2	0
GNAS	0.721497	3.90614	2.00568	5.65253	0.748317	0.0103136	0.372	1	0	1	0	1	0
ATP6V1C2	0.90581	0.976178	6.37094	5.63339	0.748775	0.0104069	0.939	5	0	0	0	2	0
VRK2	0.912326	0.977881	6.30037	5.62085	0.749232	0.0104509	1.038	5	0	0	1	0	1
TTC30A	0.882115	0.969909	6.54139	5.59663	0.749686	0.0105735	0.999	5	0	0	0	2	0
TUBA3C	0.863809	0.964983	6.71233	5.59513	0.750139	0.0105821	0.865	4	0	0	1	0	1
PYROXD1	0.911361	0.97763	6.27727	5.59288	0.750588	0.0105901	0.966	5	0	0	0	2	0
DRD5	0.846009	0.960122	6.87634	5.58545	0.751035	0.0106084	1.936	9	0	0	0	2	0
AGBL4	0.894715	0.973257	6.41218	5.58364	0.75148	0.0106164	0.761	4	0	0	0	2	0
ACSM3	0.888271	0.971549	6.45145	5.5676	0.751922	0.010691	1.055	5	0	0	0	3	1
CEACAM1	0.890645	0.97218	6.4297	5.56726	0.752362	0.0106953	0.709	3	0	0	0	2	0
FRS2	0.888911	0.971719	6.44372	5.56591	0.752799	0.0107022	0.219	0	0	0	0	2	0
NAGPA	0.872964	0.967456	6.58612	5.56233	0.753234	0.0107113	1.318	7	0	0	0	2	0
UBXN11	0.865945	0.965562	6.65007	5.56028	0.753667	0.0107251	1.142	6	0	0	0	3	1
LRRC47	0.863899	0.965008	6.66429	5.55581	0.754097	0.0107428	0.407	1	0	0	0	2	0
CHSY1	17.6133	0.955327	0.330116	5.55468	0.754524	0.0107471	0.405	1	1	0	0	0	1
AGER	0.900052	0.974665	6.31149	5.53675	0.75495	0.0108005	1.346	7	0	0	0	2	0
ALDH9A1	0.897464	0.973983	6.32585	5.52952	0.755374	0.0108406	1.138	6	0	0	0	2	0
MKNK2	0.881295	0.96969	6.46441	5.52438	0.755795	0.0108669	0.791	4	0	0	0	2	0
DDX25	0.89391	0.973044	6.34781	5.52142	0.756215	0.0108815	1.312	7	0	0	0	2	0
ZNF616	0.845383	0.959949	6.80082	5.51904	0.756631	0.0108858	1.815	9	0	0	0	2	0
PPP2R5D	18.1037	0.961409	0.317043	5.51816	0.757046	0.0108866	0.175	0	1	0	0	0	1
FAM189A2	0.892443	0.972656	6.35624	5.51748	0.757458	0.0108918	1.112	6	0	0	0	2	0
ZBTB24	0.860872	0.964186	6.64675	5.51707	0.757868	0.0109015	0.664	3	0	0	0	3	1
DOK7	0.852284	0.961844	6.72934	5.51647	0.758275	0.0109098	0.934	5	0	0	0	2	0
TMEM8B	0.865602	0.965469	6.57592	5.49557	0.758681	0.0109827	0.95	5	0	0	0	2	0
UVSSA	0.783655	0.942493	7.42608	5.48482	0.759085	0.0110264	1.48	7	0	0	0	3	1
GAB4	0.870561	0.966809	6.51421	5.48279	0.759487	0.0110327	1.222	6	0	0	0	2	0
SLC22A8	0.86749	0.96598	6.53508	5.47625	0.759887	0.011063	1.145	6	0	0	0	2	0
SLC25A10	0.86122	0.964281	6.57176	5.45757	0.760286	0.0111391	1.055	5	0	0	0	2	0
C1orf116	0.868894	0.966359	6.49387	5.45266	0.760682	0.0111582	0.729	3	0	0	0	2	0
DBNL	0.883504	0.97028	6.3526	5.44574	0.761077	0.0111842	0.553	2	0	0	1	0	1
EIF2AK2	0.898609	0.974285	6.21484	5.4411	0.761469	0.0112145	0.515	2	0	0	0	2	0
GSTCD	0.893481	0.972931	6.25563	5.43799	0.76186	0.0112357	0.811	4	0	0	0	2	0
OGFR	0.822995	0.953727	6.92566	5.43604	0.762248	0.011246	0.717	3	0	0	0	3	1
KRT8	0.858466	0.963531	6.55204	5.41958	0.762635	0.0113175	1.067	5	0	0	0	2	0
RASGEF1A	0.883199	0.970199	6.32463	5.41945	0.76302	0.011318	0.316	1	0	0	1	0	1
FAM161A	0.870737	0.966856	6.42717	5.41089	0.763403	0.0113629	1.014	5	0	0	0	3	1
MUC4	0.323456	0.764181	21.8662	5.40488	0.763784	0.0113789	0.993	5	0	0	0	5	1
TGFB1I1	0.869089	0.966412	6.42314	5.39478	0.764164	0.011437	0.576	2	0	0	0	2	0
HTRA1	0.883921	0.970391	6.28144	5.3879	0.764542	0.0114679	0.752	4	0	0	0	2	0
RABGAP1L	0.854001	0.962313	6.54388	5.37786	0.764918	0.0115133	0.509	2	0	0	0	3	1
ZNF395	0.873997	0.967734	6.35075	5.37144	0.765293	0.0115328	0.458	2	0	0	0	2	0
HEATR3	0.886502	0.971079	6.23198	5.36488	0.765665	0.0115608	0.825	4	0	0	0	2	0
BRINP3	0.825402	0.954401	6.80044	5.35714	0.766036	0.0115965	0.45	2	0	0	0	2	0
UTP14C	0.862433	0.96461	6.39829	5.32281	0.766407	0.011728	0.632	3	0	0	0	2	0
LRIT1	0.849744	0.961148	6.49598	5.30546	0.766776	0.0118021	1.566	8	0	0	0	2	0
SCARA3	0.854883	0.962554	6.44168	5.30067	0.767143	0.011829	1.045	5	0	0	0	2	0
AMDHD2	0.839375	0.958291	6.58058	5.29319	0.767509	0.0118524	0.81	4	0	0	0	2	0
PDIA4	0.861645	0.964396	6.34194	5.26995	0.767874	0.0119522	0.509	2	0	0	0	2	0
GPSM2	0.868328	0.966206	6.27402	5.2638	0.768237	0.0119868	0.864	4	0	0	0	3	1
PDLIM5	0.881612	0.969775	6.13466	5.24492	0.7686	0.01205	0.552	2	0	0	0	2	0
DGAT1	0.87152	0.967067	6.19174	5.21851	0.768961	0.012126	1.218	6	0	0	0	2	0
ZNF775	0.812769	0.950844	6.70164	5.17914	0.769322	0.0122899	0.827	4	0	0	0	2	0
SLCO4C1	0.879514	0.969214	6.06973	5.17406	0.769682	0.0123039	0.838	4	0	0	0	2	0
FDXR	0.850507	0.961357	6.30426	5.15462	0.77004	0.0123562	0.818	4	0	0	0	2	0
ACSM2B	0.881031	0.969619	6.01695	5.14007	0.770397	0.0124039	1.42	7	0	0	0	2	0
MON1B	0.83416	0.956845	6.40534	5.1125	0.770754	0.0124914	0.602	3	0	0	0	2	0
ALDH7A1	0.894011	0.973071	5.85189	5.09077	0.771109	0.0125626	1.24	6	0	0	0	2	0
HAL	0.838579	0.958071	6.27702	5.04307	0.771465	0.0127081	1.305	7	0	0	0	3	1
PEPD	0.828812	0.955355	6.35868	5.03486	0.77182	0.0127379	1.258	7	0	0	0	2	0
PCDHB16	0.810462	0.95019	6.53151	5.02987	0.772172	0.0127685	1.251	7	0	0	0	2	0
GRID2IP	0.755849	0.934307	7.10583	5.0181	0.772524	0.0127988	0.42	1	0	0	0	3	1
MRC1	0.93665	0.984164	5.43926	5.01401	0.772873	0.0128136	0.352	1	0	0	0	2	0
MUC22	0.740242	0.929618	7.26347	4.9983	0.773222	0.0128582	0.711	3	0	0	0	2	0
L3MBTL4	0.86948	0.966517	5.92878	4.98235	0.77357	0.0129109	0.85	4	0	0	0	2	0
PXK	0.886349	0.971038	5.78534	4.97932	0.773915	0.012918	0.479	2	0	0	0	2	0
UNKL	0.814907	0.951449	6.41271	4.97204	0.77426	0.0129374	0.381	1	0	0	0	2	0
ZNF227	0.848855	0.960904	6.04951	4.93439	0.774604	0.0130412	0.926	5	0	0	0	2	0
PBXIP1	0.840292	0.958545	6.10659	4.9186	0.774947	0.0130887	0.922	5	0	0	0	2	0
SLC34A2	0.822921	0.953706	6.25836	4.91172	0.775289	0.0131153	1.091	6	0	0	0	2	0
YY1AP1	0.835451	0.957203	6.09454	4.87379	0.77563	0.0132142	1.309	7	0	0	0	2	0
PLCG1	0.689558	3.85111	1.82829	4.85514	0.775971	0.0132628	0.411	1	0	1	1	0	2
MFN1	0.868738	0.966317	5.77419	4.84729	0.77631	0.0132908	0.796	4	0	0	0	2	0
EIF4G2	0.826321	0.954658	6.13994	4.84352	0.776648	0.0133088	0.085	0	0	0	0	2	0
VPS54	0.841857	0.958977	5.97246	4.8217	0.776985	0.0133597	0.254	0	0	0	1	1	2
OS9	0.83617	0.957403	5.99435	4.79878	0.777321	0.0134601	0.782	4	0	0	0	2	0
DPY19L2	0.864236	0.965099	5.7132	4.76522	0.777657	0.0135616	0.906	4	0	0	0	2	0
LNX1	0.834285	0.956879	5.96568	4.76246	0.777992	0.0135682	0.708	3	0	0	0	2	0
TCF12	0.863977	0.965029	5.69228	4.74601	0.778325	0.0136394	0.372	1	0	0	1	0	1
VWA5B2	0.745406	0.931177	6.81811	4.73248	0.778657	0.0136639	0.597	3	0	0	0	3	1
AGBL2	0.842122	0.95905	5.84763	4.72276	0.778988	0.013696	0.893	4	0	0	0	3	1
PKN2	17.5271	0.954246	0.28237	4.72269	0.779318	0.013696	0.15	0	1	0	0	0	1
RNF157	0.848594	0.960832	5.75533	4.69265	0.779647	0.0137957	0.74	3	0	0	0	2	0
LRCH3	0.858164	0.963449	5.66968	4.68768	0.779975	0.0138149	0.812	4	0	0	0	2	0
ADD1	0.820596	0.953053	5.98634	4.68175	0.780301	0.0138341	0.296	1	0	0	0	2	0
TOP1MT	0.82608	0.954591	5.9363	4.68118	0.780626	0.0138444	1.68	8	0	0	0	2	0
OSBPL10	0.834983	0.957073	5.84756	4.67302	0.780949	0.0138772	0.696	3	0	0	0	2	0
HERC6	0.830832	0.955919	5.86734	4.65989	0.781272	0.0139158	0.887	4	0	0	0	2	0
GALNT5	0.835033	0.957087	5.81496	4.64732	0.781593	0.0139481	0.981	5	0	0	0	2	0
ZBTB41	0.838003	0.957911	5.77422	4.63515	0.781913	0.0139896	0.414	1	0	0	0	2	0
CCDC150	0.81674	0.951966	5.91251	4.59703	0.782234	0.0140922	1.125	6	0	0	1	1	2
ATXN1	0.767587	0.937788	6.35776	4.57654	0.782554	0.0141357	0.316	1	0	0	0	2	0
LZTS2	0.808928	0.949754	5.93805	4.5621	0.782872	0.0141714	0.503	2	0	0	1	0	1
NOTCH2	0.562201	0.870319	9.26438	4.53301	0.783191	0.0142572	0.116	0	0	0	1	1	1
MLXIPL	0.799487	0.947061	5.91967	4.48215	0.78351	0.0143939	0.473	2	0	0	0	2	0
EPB41	0.827537	0.954999	5.66344	4.4758	0.783827	0.014429	0.519	2	0	0	0	2	0
SPTA1	0.590137	0.880439	8.57911	4.45753	0.784144	0.0144954	0.491	2	0	0	0	4	1
FCRL5	0.81022	0.950121	5.78828	4.45586	0.78446	0.0145197	1.063	5	0	0	0	2	0
WDR24	0.735366	0.928138	6.48962	4.42931	0.784775	0.0145969	0.68	3	0	0	0	3	1
MAP4	0.788633	0.943936	5.94173	4.42314	0.785089	0.0146186	0.349	1	0	0	0	3	1
PPP1R21	0.86035	0.964044	5.3173	4.41025	0.785401	0.0146701	0.686	3	0	0	1	0	1
ANAPC4	0.861407	0.964331	5.30687	4.40832	0.785713	0.0146741	0.461	2	0	0	0	2	0
ABCB8	0.790351	0.944433	5.90224	4.40563	0.786023	0.0146801	1.081	6	0	0	0	2	0
PCDHGC4	0.786691	0.943374	5.92855	4.39983	0.786332	0.0146886	0.309	1	0	0	0	2	0
ECE2	0.790516	0.94448	5.86565	4.37945	0.78664	0.014743	1.008	5	0	0	0	3	1
MED25	0.805483	0.948774	5.72703	4.37672	0.786947	0.014745	0.652	3	0	0	0	2	0
PCDHGB7	0.769142	0.938247	6.03002	4.35154	0.787254	0.0148099	0.706	3	0	0	0	2	0
SLC45A4	0.745229	0.931124	6.25497	4.34033	0.787559	0.0148345	0.713	3	0	0	0	2	0
WDR63	0.838498	0.958048	5.36479	4.30965	0.787864	0.0148971	0.757	4	0	0	0	2	0
DVL1	0.765192	0.937081	5.98129	4.28887	0.788169	0.0149454	0.733	3	0	0	1	0	1
KIAA0319	0.78679	0.943403	5.76114	4.27626	0.788473	0.0149803	0.993	5	0	0	0	3	1
STON1-GTF2A1L	0.809163	0.949821	5.54385	4.26078	0.788776	0.0150263	1.094	6	0	0	0	2	0
GIT1	0.788944	0.944026	5.71072	4.25326	0.789078	0.015052	0.22	0	0	0	0	2	0
VILL	0.807619	0.949382	5.54504	4.2516	0.789379	0.0150632	1.091	6	0	0	0	2	0
PTPRA	0.816313	0.951846	5.46052	4.24285	0.789678	0.0150832	0.192	0	0	0	0	2	0
IL17RA	0.765135	0.937064	5.90492	4.23371	0.789977	0.0150958	0.632	3	0	0	1	0	1
UNC45A	0.77089	0.938761	5.83458	4.22238	0.790275	0.0151169	0.739	3	0	0	0	3	1
CLMN	0.802653	0.947967	5.54717	4.22077	0.790571	0.0151218	0.698	3	0	0	0	2	0
STK11IP	0.746232	0.931426	6.0382	4.19691	0.790867	0.0151638	0.857	4	0	0	0	2	0
NLRP4	0.787506	0.94361	5.64092	4.19176	0.791162	0.0151881	0.776	4	0	0	1	0	1
ZFR2	0.753297	0.933545	5.94458	4.18045	0.791456	0.0152161	1.271	7	0	0	0	2	0
EIF5A	0.955721	4.26822	1.02117	4.16559	0.791749	0.0152625	0.543	2	0	1	0	1	1
TMC5	0.805682	0.948831	5.42317	4.14577	0.792042	0.0153156	0.604	3	0	0	0	2	0
RNF216	0.80615	0.948964	5.41035	4.13896	0.792333	0.0153365	0.551	2	0	0	0	2	0
FSIP2	0.351831	0.779291	14.8691	4.07678	0.792626	0.0154615	0.512	2	0	0	0	4	0
C1orf167	0.726497	0.925429	5.99965	4.0337	0.792919	0.0155701	1.052	5	0	0	0	2	0
ADAM15	0.804667	0.948542	5.26456	4.01822	0.793212	0.015609	0.864	4	0	0	0	2	0
ARHGEF12	0.710967	3.88817	1.44402	3.99181	0.793504	0.0156645	0.179	0	0	1	0	1	0
NOMO1	0.806205	0.94898	5.19207	3.97231	0.793795	0.0157062	1.022	5	0	0	0	2	0
NHSL1	0.67717	0.909914	6.42343	3.9579	0.794086	0.0157376	0.375	1	0	0	0	2	0
CHTF18	0.714009	0.921574	5.97878	3.93412	0.794377	0.0157802	1.161	6	0	0	0	3	1
PRPF40B	0.775297	0.940054	5.39753	3.93384	0.794666	0.0157848	0.246	0	0	0	0	2	0
SLC4A4	0.795747	0.945988	5.22418	3.93259	0.794954	0.0157865	0.273	1	0	0	1	0	1
ARVCF	0.699801	0.917129	6.1043	3.91779	0.795241	0.0158114	0.823	4	0	0	0	3	1
PLEKHM1	0.736957	0.928622	5.70331	3.90308	0.795528	0.0158569	0.467	2	0	0	0	2	0
ITGA10	0.766737	0.937537	5.42098	3.89684	0.795813	0.0158726	0.785	4	0	0	0	4	2
IPO4	0.763157	0.936479	5.40666	3.86403	0.796099	0.0159281	0.852	4	0	0	0	3	1
RBM19	0.771596	0.938968	5.28444	3.8286	0.796385	0.0160147	0.73	3	0	0	0	2	0
ANLN	0.788463	0.943887	5.05438	3.76157	0.796672	0.0161431	0.374	1	0	0	0	2	0
DDX11	0.767975	0.937903	5.19263	3.74018	0.796958	0.0161865	0.961	5	0	0	0	2	0
NCAPG2	0.778606	0.941022	5.09851	3.7356	0.797244	0.0161988	0.303	1	0	0	0	2	0
SMC3	16.6151	0.942557	0.238482	3.73479	0.797528	0.0162014	0.037	0	1	0	0	0	1
HIPK1	0.773361	0.939487	5.13552	3.73127	0.797812	0.0162085	0.121	0	0	0	1	0	1
CRB2	0.697623	0.916442	5.81702	3.719	0.798094	0.0162308	0.888	4	0	0	0	3	1
INCENP	0.721256	0.923817	5.56091	3.70528	0.798376	0.0162591	0.336	1	0	0	0	2	0
KCNT2	0.809253	0.949847	4.76185	3.66028	0.798658	0.0163606	0.374	1	0	0	0	2	0
DIAPH3	0.789903	0.944303	4.87487	3.6362	0.79894	0.016425	0.743	3	0	0	1	0	1
COBL	0.722418	0.924175	5.40821	3.61074	0.799222	0.0164965	0.469	2	0	0	0	2	0
GNPTAB	0.775782	0.940196	4.92273	3.59058	0.799503	0.016525	0.821	4	0	0	0	2	0
URB2	0.711589	0.920822	5.47486	3.58738	0.799783	0.0165365	0.845	4	0	0	0	3	1
UHRF1BP1L	0.769864	0.938459	4.96518	3.58727	0.800063	0.0165399	0.412	1	0	0	0	2	0
NOS2	0.742604	0.930332	5.15047	3.5583	0.800342	0.0165819	0.755	4	0	0	0	2	0
DGKI	0.801911	0.947755	4.65497	3.53784	0.80062	0.0166274	0.314	1	0	0	1	0	1
VARS2	0.766326	0.937416	4.92444	3.53755	0.800897	0.0166297	0.692	3	0	0	0	3	1
KANSL1	0.756799	0.93459	4.99283	3.53142	0.801174	0.016646	0.238	0	0	0	1	0	1
SALL3	0.650558	0.901205	5.95362	3.49052	0.801451	0.0167175	0.439	2	0	0	0	2	0
GREB1L	0.66693	0.906592	5.69041	3.44061	0.801728	0.0168195	0.075	0	0	0	0	2	0
PLCB1	0.769526	0.93836	4.72895	3.41474	0.802006	0.016863	0.296	1	0	0	0	2	0
GSK3A	0.89544	4.18107	0.908806	3.40247	0.802282	0.0168913	0.128	0	0	1	0	1	1
ZDBF2	0.638059	0.897026	5.88236	3.3668	0.802559	0.0169545	0.46	2	0	0	0	4	2
ANKRD36	0.777002	0.940553	4.51062	3.29641	0.802837	0.0170929	1.43	7	0	0	0	2	0
GNG8	0.985848	0.996526	3.25747	3.20022	0.803118	0.0172636	1.681	8	0	0	1	0	2
ANKRD26	0.748242	0.93203	4.58656	3.19859	0.803398	0.0172678	0.733	3	0	0	0	3	1
ZFHX2	0.588247	0.879765	6.17396	3.19514	0.803676	0.0172756	0.277	1	0	0	0	2	0
PPFIA1	0.734046	0.927737	4.66743	3.17853	0.803954	0.0172924	0.067	0	0	0	0	2	0
AVEN	20.3038	0.987307	0.158543	3.17816	0.804231	0.0172924	1.414	7	1	0	0	0	2
TCOF1	0.720743	0.923659	4.72657	3.14658	0.804508	0.0173436	0.311	1	0	0	1	0	1
ZSWIM8	0.613527	0.888651	5.7413	3.13022	0.804785	0.0173756	0.133	0	0	0	0	2	0
SETBP1	0.674084	0.908917	5.07259	3.10791	0.805061	0.0174068	0.11	0	0	0	1	0	1
AUTS2	0.68206	0.911487	4.94153	3.0721	0.805337	0.0174683	0.253	0	0	0	1	0	1
MAP3K4	14.6659	0.915915	0.226827	3.0469	0.805613	0.017522	0.184	0	1	0	0	0	1
UBALD1	20.5984	0.990619	0.14815	3.02302	0.805889	0.0175703	0.557	2	1	0	0	0	0
TENM4	0.459706	3.3954	1.91792	2.99366	0.806165	0.0176561	0.173	0	0	1	0	1	0
MS4A2	0.959036	0.989845	3.05805	2.903	0.806443	0.0178723	1.733	8	0	0	1	0	2
CDKN1C	20.4968	0.989481	0.142139	2.88275	0.806721	0.0179297	0.529	2	1	0	0	0	0
NOSIP	18.9851	0.972045	0.155666	2.87271	0.806997	0.0179555	1.064	5	1	0	0	0	2
CAMSAP1	0.63508	0.896021	5.03803	2.86687	0.807273	0.0179786	0.239	0	0	0	0	2	0
RTEL1	0.683084	0.911816	4.56929	2.84597	0.807549	0.0180467	0.537	2	0	0	0	2	0
ABHD17B	20.047	0.984393	0.144179	2.84523	0.807824	0.0180489	0.65	3	1	0	0	0	0
SOX18	20.4393	0.988835	0.140658	2.84287	0.808097	0.0180555	1.053	5	1	0	0	0	0
SH3PXD2B	0.77097	3.98834	0.923594	2.83995	0.80837	0.0180721	0.488	2	0	1	0	2	2
DLX6	20.3243	0.987539	0.139992	2.80978	0.808642	0.0181808	0.378	1	1	0	0	0	0
ARAP2	0.725183	0.925026	4.17453	2.80033	0.808914	0.0182205	0.561	2	0	0	0	2	0
MEIG1	0.979957	0.995069	2.87003	2.79863	0.809185	0.0182334	1.837	9	0	0	0	2	1
KIDINS220	0.67397	0.90888	4.56107	2.79392	0.809455	0.0182497	0.35	1	0	0	0	3	1
SETD2	0.59978	3.687	1.26119	2.78898	0.809724	0.0182654	0.206	0	0	1	1	0	0
PAPPA	0.677661	0.910072	4.47696	2.76103	0.809993	0.0184038	0.354	1	0	0	1	0	1
JUNB	20	0.983857	0.140226	2.75926	0.810261	0.018406	0.46	2	1	0	0	0	0
SIX3	19.9237	0.982984	0.140411	2.7499	0.810529	0.0184461	0.323	1	1	0	0	0	0
THAP5	0.938803	0.984715	2.96988	2.74552	0.810795	0.0184681	1.121	6	0	0	0	3	2
DDHD1	0.828032	4.07901	0.801368	2.70666	0.811062	0.0186496	0.338	1	0	1	0	1	1
AGBL3	0.840198	0.958519	3.35442	2.70147	0.811328	0.0186691	1.035	5	0	0	1	1	3
GLIS2	17.9358	0.959341	0.156373	2.69063	0.811593	0.0187234	0.415	1	1	0	0	0	2
GPX8	0.967975	0.992087	2.80159	2.69041	0.811857	0.0187323	1.061	5	0	0	0	2	1
SHISA8	0.993764	0.998473	2.70731	2.68631	0.812121	0.0187654	1.758	8	0	0	0	1	0
BHLHA9	0.991033	0.997803	2.7129	2.68267	0.812383	0.0187957	1.885	9	0	0	0	1	0
DCDC1	0.938645	0.984675	2.90049	2.68081	0.812645	0.0188118	1.268	7	0	0	0	3	2
GLI2	0.611293	0.887876	4.92437	2.67272	0.812906	0.0188635	0.309	1	0	0	1	0	1
TPBGL	0.98911	0.99733	2.70382	2.66724	0.813166	0.0189104	1.62	8	0	0	0	1	0
COX6B2	0.983063	0.995838	2.71805	2.66089	0.813425	0.0189407	1.702	8	0	0	1	0	0
